Date,Open,High,Low,Close,Volume
2021-03-31,1.172333,1.175862,1.170453,1.172360,0
2021-04-01,1.172897,1.177579,1.171481,1.172883,0
2021-04-02,1.177773,1.178700,1.175143,1.177995,0
2021-04-05,1.176637,1.181614,1.173943,1.176817,0
2021-04-06,1.181907,1.185536,1.179649,1.181893,0
2021-04-07,1.187550,1.191469,1.186535,1.187423,0
2021-04-08,1.187197,1.191483,1.186183,1.187366,0
2021-04-09,1.191568,1.192321,1.186859,1.191568,0
2021-04-12,1.189641,1.192037,1.187338,1.190051,0
2021-04-13,1.191214,1.195314,1.188430,1.191469,0
2021-04-14,1.195743,1.198193,1.195186,1.195414,0
2021-04-15,1.198236,1.199314,1.195786,1.198610,0
2021-04-16,1.197074,1.199472,1.195090,1.197175,0
2021-04-19,1.196831,1.204819,1.194344,1.196945,0
2021-04-20,1.204384,1.208167,1.202877,1.204529,0
2021-04-21,1.203254,1.204529,1.200000,1.203239,0
2021-04-22,1.203818,1.207001,1.200394,1.203775,0
2021-04-23,1.201793,1.207799,1.201389,1.201475,0
2021-04-26,1.208956,1.211827,1.206374,1.208985,0
2021-04-27,1.207921,1.209190,1.205793,1.208167,0
2021-04-28,1.208854,1.210214,1.205764,1.209031,0
2021-04-29,1.213578,1.215214,1.210419,1.213592,0
2021-04-30,1.212489,1.212856,1.202472,1.212709,0
2021-05-03,1.202646,1.207799,1.201490,1.202776,0
2021-05-04,1.205982,1.206300,1.200005,1.206127,0
2021-05-05,1.201634,1.202935,1.198725,1.201504,0
2021-05-06,1.200913,1.207001,1.199400,1.200797,0
2021-05-07,1.206593,1.216545,1.205342,1.206855,0
2021-05-10,1.216752,1.217730,1.213740,1.217108,0
2021-05-11,1.214211,1.217968,1.212547,1.214093,0
2021-05-12,1.214550,1.215067,1.206811,1.214450,0
2021-05-13,1.207686,1.210654,1.205313,1.207851,0
2021-05-14,1.208021,1.214772,1.207146,1.207729,0
2021-05-17,1.214757,1.217000,1.212753,1.215037,0
2021-05-18,1.215525,1.223242,1.215407,1.215687,0
2021-05-19,1.222643,1.224800,1.219185,1.222400,0
2021-05-20,1.217285,1.222901,1.217093,1.217285,0
2021-05-21,1.222793,1.224200,1.217374,1.222539,0
2021-05-24,1.218116,1.222942,1.217582,1.218324,0
2021-05-25,1.221449,1.226700,1.221240,1.221464,0
2021-05-26,1.224890,1.226500,1.220003,1.224909,0
2021-05-27,1.219036,1.221699,1.217567,1.219260,0
2021-05-28,1.219274,1.220107,1.213342,1.219319,0
2021-05-31,1.219007,1.223391,1.218413,1.219007,0
2021-06-01,1.223406,1.225415,1.221464,1.223287,0
2021-06-02,1.221807,1.222942,1.216575,1.221777,0
2021-06-03,1.221150,1.221598,1.212090,1.220986,0
2021-06-04,1.213030,1.218769,1.210551,1.213301,0
2021-06-07,1.216575,1.220200,1.214506,1.216841,0
2021-06-08,1.218962,1.219661,1.216663,1.219363,0
2021-06-09,1.217182,1.221899,1.217182,1.217285,0
2021-06-10,1.217730,1.219215,1.214535,1.218200,0
2021-06-11,1.217315,1.219500,1.209500,1.217256,0
2021-06-14,1.211079,1.213151,1.209526,1.211020,0
2021-06-15,1.212415,1.214919,1.210287,1.212224,0
2021-06-16,1.212547,1.213499,1.211035,1.212709,0
2021-06-17,1.199185,1.200769,1.190703,1.199559,0
2021-06-18,1.191327,1.192748,1.185115,1.191341,0
2021-06-21,1.186901,1.192051,1.184876,1.187366,0
2021-06-22,1.191157,1.191753,1.188241,1.191256,0
2021-06-23,1.193745,1.197000,1.191583,1.193673,0
2021-06-24,1.193161,1.195672,1.191995,1.193317,0
2021-06-25,1.192791,1.197447,1.192791,1.193033,0
2021-06-28,1.194215,1.194600,1.190462,1.194215,0
2021-06-29,1.193033,1.193033,1.188044,1.192890,0
2021-06-30,1.189994,1.191043,1.184582,1.190193,0
2021-07-01,1.185536,1.188399,1.183810,1.185677,0
2021-07-02,1.184708,1.186099,1.181935,1.184624,0
2021-07-05,1.185593,1.188200,1.185201,1.185621,0
2021-07-06,1.186150,1.189626,1.181500,1.186380,0
2021-07-07,1.182033,1.184133,1.178245,1.182452,0
2021-07-08,1.179357,1.186634,1.178425,1.179340,0
2021-07-09,1.184694,1.187465,1.182522,1.184800,0
2021-07-12,1.187366,1.188213,1.183670,1.187296,0
2021-07-13,1.186493,1.187790,1.179343,1.186521,0
2021-07-14,1.177440,1.182801,1.177260,1.177537,0
2021-07-15,1.183334,1.185115,1.180596,1.183334,0
2021-07-16,1.181307,1.182300,1.179400,1.181181,0
2021-07-19,1.181154,1.182327,1.176429,1.181401,0
2021-07-20,1.179245,1.180401,1.175710,1.179384,0
2021-07-21,1.178550,1.180275,1.175364,1.178411,0
2021-07-22,1.179523,1.182984,1.176664,1.179273,0
2021-07-23,1.177357,1.178550,1.175599,1.177274,0
2021-07-26,1.177302,1.181754,1.176457,1.177343,0
2021-07-27,1.180638,1.183712,1.177177,1.180777,0
2021-07-28,1.182240,1.183012,1.178578,1.182313,0
2021-07-29,1.184680,1.189202,1.184175,1.184596,0
2021-07-30,1.189202,1.191100,1.185550,1.189300,0
2021-08-02,1.186535,1.189900,1.185958,1.186704,0
2021-08-03,1.187493,1.189600,1.185565,1.187465,0
2021-08-04,1.186915,1.190200,1.183432,1.186944,0
2021-08-05,1.183992,1.185901,1.182984,1.183740,0
2021-08-06,1.183320,1.183572,1.175641,1.183572,0
2021-08-09,1.175088,1.177163,1.174178,1.174950,0
2021-08-10,1.173900,1.174399,1.171070,1.173847,0
2021-08-11,1.171976,1.174688,1.170645,1.172333,0
2021-08-12,1.174205,1.175101,1.172512,1.174190,0
2021-08-13,1.173612,1.180300,1.173103,1.173626,0
2021-08-16,1.179635,1.180359,1.176803,1.179468,0
2021-08-17,1.177995,1.178411,1.171056,1.177995,0
2021-08-18,1.170960,1.173100,1.169686,1.170974,0
2021-08-19,1.170385,1.170686,1.166875,1.170330,0
2021-08-20,1.167679,1.169100,1.166494,1.167660,0
2021-08-23,1.169974,1.174329,1.169561,1.169755,0
2021-08-24,1.174674,1.176484,1.172814,1.174453,0
2021-08-25,1.175503,1.176055,1.172855,1.175309,0
2021-08-26,1.177300,1.178134,1.174784,1.177440,0
2021-08-27,1.175295,1.180359,1.173599,1.175641,0
2021-08-30,1.179997,1.181195,1.178453,1.179901,0
2021-08-31,1.179941,1.184553,1.179649,1.179690,0
2021-09-01,1.181195,1.186000,1.179510,1.181028,0
2021-09-02,1.184231,1.187225,1.183480,1.184091,0
2021-09-03,1.187423,1.190760,1.186817,1.187648,0
2021-09-06,1.188594,1.188637,1.185705,1.188594,0
2021-09-07,1.187395,1.188778,1.183830,1.187507,0
2021-09-08,1.184553,1.185400,1.180317,1.184357,0
2021-09-09,1.182033,1.184133,1.180610,1.181910,0
2021-09-10,1.182355,1.185300,1.181935,1.182592,0
2021-09-13,1.181251,1.181754,1.177060,1.181195,0
2021-09-14,1.181070,1.184699,1.180200,1.181195,0
2021-09-15,1.180359,1.183300,1.180100,1.180498,0
2021-09-16,1.181935,1.182313,1.175171,1.182000,0
2021-09-17,1.176484,1.178967,1.172966,1.176747,0
2021-09-20,1.172883,1.173709,1.170056,1.172993,0
2021-09-21,1.172567,1.174895,1.171591,1.173020,0
2021-09-22,1.172608,1.174453,1.171715,1.172292,0
2021-09-23,1.168893,1.175101,1.168419,1.168770,0
2021-09-24,1.174178,1.174812,1.170166,1.174026,0
2021-09-27,1.172209,1.172800,1.168661,1.172305,0
2021-09-28,1.169604,1.170600,1.166997,1.169680,0
2021-09-29,1.168688,1.169200,1.161009,1.168634,0
2021-09-30,1.160227,1.161170,1.157006,1.160160,0
2021-10-01,1.157421,1.160900,1.156390,1.157448,0
2021-10-04,1.160726,1.164009,1.158856,1.160726,0
2021-10-05,1.161656,1.162250,1.158306,1.161845,0
2021-10-06,1.159514,1.159958,1.153017,1.159608,0
2021-10-07,1.155535,1.157140,1.154935,1.155535,0
2021-10-08,1.155922,1.158373,1.154255,1.155976,0
2021-10-11,1.156591,1.158749,1.155295,1.156604,0
2021-10-12,1.155295,1.157006,1.153389,1.155375,0
2021-10-13,1.153097,1.157901,1.153057,1.153403,0
2021-10-14,1.159958,1.162500,1.158467,1.159958,0
2021-10-15,1.159071,1.161980,1.158883,1.159152,0
2021-10-18,1.159595,1.161211,1.157300,1.159703,0
2021-10-19,1.161454,1.167000,1.161454,1.161386,0
2021-10-20,1.163386,1.165401,1.161805,1.163196,0
2021-10-21,1.165243,1.166997,1.163318,1.165501,0
2021-10-22,1.162588,1.165406,1.162237,1.162534,0
2021-10-25,1.164131,1.166861,1.159326,1.164009,0
2021-10-26,1.161170,1.162900,1.158587,1.161170,0
2021-10-27,1.159824,1.162439,1.158534,1.159824,0
2021-10-28,1.159891,1.169317,1.158319,1.160012,0
2021-10-29,1.168374,1.169180,1.154668,1.168361,0
2021-11-01,1.155936,1.159326,1.154668,1.155668,0
2021-11-02,1.160174,1.161500,1.157917,1.159958,0
2021-11-03,1.158078,1.159900,1.156363,1.157943,0
2021-11-04,1.161575,1.161710,1.152924,1.161575,0
2021-11-05,1.155668,1.156470,1.151410,1.155535,0
2021-11-08,1.156845,1.159555,1.155175,1.156885,0
2021-11-09,1.158869,1.160901,1.157019,1.159152,0
2021-11-10,1.159366,1.159824,1.151344,1.159555,0
2021-11-11,1.148567,1.149161,1.145489,1.148594,0
2021-11-12,1.144780,1.145987,1.143406,1.145082,0
2021-11-15,1.144230,1.146421,1.141696,1.144165,0
2021-11-16,1.136738,1.138701,1.133067,1.136648,0
2021-11-17,1.131618,1.133400,1.127053,1.132118,0
2021-11-18,1.131811,1.135976,1.131503,1.132118,0
2021-11-19,1.137010,1.137010,1.125239,1.136842,0
2021-11-22,1.127574,1.129050,1.123823,1.127574,0
2021-11-23,1.124354,1.127345,1.122712,1.124215,0
2021-11-24,1.124391,1.125454,1.118781,1.124493,0
2021-11-25,1.120699,1.123091,1.120398,1.120298,0
2021-11-26,1.120900,1.132200,1.120800,1.120963,0
2021-11-29,1.129114,1.129801,1.125885,1.129318,0
2021-11-30,1.129357,1.138174,1.124606,1.129344,0
2021-12-01,1.133003,1.135847,1.130416,1.133029,0
2021-12-02,1.131964,1.134816,1.130186,1.131952,0
2021-12-03,1.130684,1.133183,1.126735,1.130621,0
2021-12-06,1.130263,1.131000,1.126900,1.130480,0
2021-12-07,1.128452,1.129943,1.123129,1.128668,0
2021-12-08,1.127307,1.133903,1.126964,1.127650,0
2021-12-09,1.134404,1.134559,1.127943,1.134559,0
2021-12-10,1.129408,1.132259,1.126735,1.129331,0
